Department,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary
PUD,PUD 050 Business Division,B.005405,Water Service Inspector II,Non Exempt,16-Aug-1985,01-Aug-2001,49067.20
PUD,PUD 050 Business Division,B.001691,Account Clerk II,Non Exempt,05-Nov-2020,05-Nov-2020,31844.80
PUD,PUD 050 Business Division,B.002424,Account Clerk III,Non Exempt,17-Jan-2019,03-Dec-2020,36998.26
PUD,PUD 050 Business Division,B.002139,Water Service Inspector I,Non Exempt,20-May-2021,20-May-2021,28849.60
PUD,PUD 050 Business Division,B.002028,Customer Services Coordinator,Exempt,16-Aug-1997,01-Feb-2003,81655.08
PUD,PUD 050 Business Division,B.002966,Account Clerk III,Non Exempt,16-Jul-2008,16-Aug-2018,41615.86
PUD,PUD 050 Business Division,B.007226,Account Clerk II,Non Exempt,16-Jan-2020,16-Jan-2020,36000.12
PUD,PUD 050 Business Division,B.001119.1,Account Clerk II,Non Exempt,21-Nov-2019,21-Nov-2019,32842.42
PUD,PUD 050 Business Division,B.001230.2,Media and Communications Coordinator II,Non Exempt,07-Jun-2018,18-Jun-2020,53814.02
PUD,PUD 050 Business Division,B.002302,Account Clerk III,Non Exempt,01-Aug-2002,01-Aug-2008,48900.80
PUD,PUD 070 Technical Services,B.003714.2,Systems Analyst II,Exempt,22-Jun-2016,28-Jan-2021,76100.44
PUD,PUD 070 Technical Services,B.001053.2,Business Application Support Technician,Non Exempt,01-Aug-1994,07-Dec-2016,59758.40
PUD,PUD 070 Technical Services,B.000920.3,Public Utilities Technology Services Administrator,Exempt,16-Sep-1988,05-Jul-2018,114203.18
PUD,PUD 070 Technical Services,B.004193.1,Engineering Technician II,Non Exempt,16-Jan-1981,16-Feb-2017,72820.80
PUD,PUD 070 Technical Services,B.003540.2,Engineering Technician I,Non Exempt,11-Apr-2019,11-Apr-2019,46384.78
PUD,PUD 070 Technical Services,B.002037.5,Business Application Specialist I,Non Exempt,01-Jul-2011,08-Nov-2018,53562.34
PUD,PUD 070 Technical Services,B.004041.1,Engineering Technician III,Non Exempt,09-May-2019,17-Jun-2021,60930.74
PUD,PUD 070 Technical Services,B.002631.1,Business Application Specialist II,Exempt,01-Jul-1990,01-Feb-2010,66647.88
PUD,PUD 070 Technical Services,B.001364.3,Engineering Aide III,Non Exempt,11-May-1988,07-Jun-2014,50804.00
PUD,PUD 070 Technical Services,B.001301.1,Infrastructure Data Specialist,Non Exempt,13-Sep-2018,13-Sep-2018,33612.02
PUD,PUD 070 Technical Services,B.005390.2,Administrative Assistant,Non Exempt,21-Nov-2019,21-Nov-2019,36249.46
PUD,PUD 070 Technical Services,B.000976.1,Engineering Technician I,Non Exempt,22-Oct-2020,22-Oct-2020,44990.40
PUD,PUD 070 Technical Services,B.001823.1,Business Application Specialist II,Exempt,22-Feb-2015,22-Feb-2015,56580.68
PUD,PUD 070 Technical Services,B.000929.3,Business Application Support Technician,Non Exempt,22-Nov-2014,16-Jul-2020,51703.34
PUD,PUD 070 Technical Services,B.007048.1,Engineering Technician II,Non Exempt,03-Aug-2017,07-Nov-2019,53445.08
PUD,PUD 070 Technical Services,B.000337.1,Systems Analyst II,Exempt,01-Jan-2013,07-Mar-2016,94799.64
PUD,PUD 070 Technical Services,B.004542.2,Engineering Technician I,Non Exempt,08-Oct-2020,08-Oct-2020,44990.40
PUD,PUD 070 Technical Services,B.000816.3,Business Application Specialist I,Non Exempt,01-Sep-2002,22-Aug-2015,48089.60
PUD,PUD 070 Technical Services,B.000832.3,Engineering Technician II,Non Exempt,22-Aug-2016,25-Oct-2018,53694.68
PUD,PUD 070 Technical Services,B.000427.2,Business Application Support Technician,Non Exempt,16-Mar-1983,07-Dec-2016,59758.40
PUD,PUD 070 Technical Services,B.001821.2,Business Application Support Technician,Non Exempt,01-Jan-2006,07-Dec-2016,46482.54
PWD,PWD 010 Directors Office,B.003507,Director of Public Works,Exempt,08-Apr-2021,08-Apr-2021,155000.04
PWD,PWD 012 Business Center,B.001793.4,Business Manager,Exempt,29-Jul-2021,29-Jul-2021,89000.08
PWD,PWD 012 Business Center,B.000845,Engineering Aide II,Non Exempt,01-Sep-2009,22-Dec-2015,47263.32
PWD,PWD 012 Business Center,B.000022.5,Media and Communications Coordinator III,Exempt,16-Sep-2007,01-Oct-2013,85503.08
PWD,PWD 012 Business Center,B.001541,Account Clerk III,Non Exempt,08-Jun-2017,08-Jun-2017,47419.06
PWD,PWD 012 Business Center,B.002158,Administrative Specialist II,Non Exempt,01-Oct-2002,07-Oct-2016,57805.54
PWD,PWD 012 Business Center,B.007533,Administrative Technician,Non Exempt,26-Sep-2019,26-Sep-2019,38074.40
PWD,PWD 012 Business Center,B.002702,Public Works Operations Support Administrator,Exempt,01-Jul-1982,25-Oct-2018,136011.20
PWD,PWD 013 Contracts,B.002744,Contract Specialist,Non Exempt,22-Apr-2015,25-May-2017,39577.46
PWD,PWD 013 Contracts,B.001174.1,Administrative Technician,Non Exempt,16-May-2012,14-Sep-2017,40404.00
PWD,PWD 013 Contracts,B.000151.1,Contract Specialist,Non Exempt,26-Oct-2017,26-Oct-2017,37934.26
PWD,PWD 013 Contracts,B.001822.2,Contracts Supervisor,Exempt,16-May-1980,01-Dec-2007,65964.86
PWD,PWD 013 Contracts,B.006333,Contract Specialist,Non Exempt,16-Apr-2008,22-Feb-2015,45463.86
PWD,PWD 014 Facilities Management,B.007368.1,Senior Architect,Exempt,01-Jul-2021,11-Jul-2021,97697.60
PWD,PWD 014 Facilities Management,B.007324,Building Maintenance Inspector I,Non Exempt,01-Feb-2004,31-Aug-2017,46243.60
PWD,PWD 014 Facilities Management,B.000682.3,Account Clerk III,Non Exempt,22-Jul-2015,30-Aug-2018,39494.26
PWD,PWD 014 Facilities Management,B.002893.3,Administrative Specialist II,Non Exempt,16-Oct-2013,03-Aug-2017,51128.74
PWD,PWD 014 Facilities Management,B.002756.1,Account Clerk II,Non Exempt,13-Jun-2011,29-Mar-2018,34381.62
PWD,PWD 014 Facilities Management,B.003493.1,Building Maintenance Inspector I,Non Exempt,01-May-2011,26-Sep-2019,44163.60
PWD,PWD 014 Facilities Management,B.003617.1,Building Maintenance Inspector I,Non Exempt,07-Mar-2015,14-Mar-2019,45203.60
PWD,PWD 014 Facilities Management,B.004355.1,Building Maintenance Inspector I,Non Exempt,07-Aug-2016,31-Jan-2019,46451.60
PWD,PWD 014 Facilities Management,B.003227.2,Administrative Services Manager II,Exempt,08-Jul-1980,01-Jul-2001,106392.00
PWD,PWD 014 Facilities Management,B.007323,Building Maintenance Inspector I,Non Exempt,16-Mar-2004,31-Aug-2017,49301.20
PWD,PWD 014 Facilities Management,B.007325,Building Maintenance Inspector II,Non Exempt,16-Jun-2013,15-Mar-2018,53611.48
PWD,PWD 014 Facilities Management,B.007326,Planner/Estimator III,Exempt,12-Apr-2018,12-Apr-2018,64567.88
PWD,PWD 014 Facilities Management,B.002939.1,Building Maintenance Inspector II,Non Exempt,01-Aug-2006,30-Mar-2017,65821.08
PWD,PWD 015 Energy Management,B.006175.4,Energy Management Administrator,Exempt,16-Jan-2007,01-Jul-2010,99452.08
PWD,PWD 015 Energy Management,B.003512.4,Administrative Specialist II,Non Exempt,16-Jul-2008,01-Sep-2012,57077.54
PWD,PWD 320 Automotive Services,B.002218,Mechanic III,Non Exempt,01-Apr-2007,01-Dec-2011,56544.28
PWD,PWD 320 Automotive Services,B.000827.1,Account Clerk II,Non Exempt,01-Jan-2010,15-Jul-2021,36108.80
PWD,PWD 320 Automotive Services,B.003338,Mechanic III,Non Exempt,02-Aug-1991,01-Jan-2009,61182.68
PWD,PWD 320 Automotive Services,B.003478,Mechanic Supervisor,Non Exempt,01-Nov-2005,01-Jun-2013,68967.08
PWD,PWD 320 Automotive Services,B.003373,Mechanic II,Non Exempt,07-Dec-2017,07-Dec-2017,46243.60
PWD,PWD 320 Automotive Services,B.001343.1,Administrative Technician,Non Exempt,16-Feb-2002,08-Nov-2018,48786.40
PWD,PWD 320 Automotive Services,B.002081,Helicopter Mechanic,Non Exempt,22-Oct-2014,22-Oct-2014,70578.82
PWD,PWD 320 Automotive Services,B.001671,Mechanic III,Non Exempt,01-Jul-1987,01-Jan-1994,72820.80
PWD,PWD 320 Automotive Services,B.007534,Mechanic III,Non Exempt,10-Oct-2019,10-Oct-2019,56045.08
PWD,PWD 320 Automotive Services,B.000192,Mechanic II,Non Exempt,13-Apr-2017,30-Aug-2018,44163.60
PWD,PWD 320 Automotive Services,B.002640,Mechanic Supervisor,Non Exempt,16-May-2007,16-May-2007,79065.48
PWD,PWD 320 Automotive Services,B.001680,Mechanic III,Non Exempt,16-Mar-2007,16-Mar-2007,64406.68
PWD,PWD 320 Automotive Services,B.001651,Storekeeper II,Non Exempt,07-Nov-2015,07-Nov-2015,37903.32
PWD,PWD 320 Automotive Services,B.000613,Mechanic III,Non Exempt,17-Jun-1985,01-Jul-1990,72820.80
PWD,PWD 320 Automotive Services,B.003411,Mechanic Supervisor,Non Exempt,01-Sep-2005,01-Sep-2008,67687.88
PWD,PWD 320 Automotive Services,B.003895,Administrative Specialist I,Non Exempt,16-Sep-2002,01-Jul-2013,49664.94
PWD,PWD 320 Automotive Services,B.003180,Account Clerk III,Non Exempt,01-Nov-2012,22-Oct-2016,36545.60
PWD,PWD 320 Automotive Services,B.000047.1,Operations Coordinator,Exempt,30-Aug-2018,18-Feb-2021,84042.40
PWD,PWD 320 Automotive Services,B.001405.1,Administrative Specialist II,Non Exempt,05-Jan-1998,28-Sep-2017,53601.60
PWD,PWD 320 Automotive Services,B.001767,Mechanic II,Non Exempt,15-Jul-2021,,42827.20
PWD,PWD 320 Automotive Services,B.001913,Storekeeper Supervisor,Non Exempt,11-Oct-2018,25-Feb-2021,62795.20
PWD,PWD 320 Automotive Services,B.000001,Mechanic I,Non Exempt,16-Feb-2007,16-Feb-2007,43274.40
PWD,PWD 320 Automotive Services,B.003458,Mechanic III,Non Exempt,16-Jul-1999,16-Jul-2001,65717.08
PWD,PWD 320 Automotive Services,B.002999,Mechanic Supervisor,Non Exempt,01-Aug-1999,01-Jun-2013,71494.28
PWD,PWD 320 Automotive Services,B.001255,Mechanic III,Non Exempt,16-Sep-1995,16-Feb-2005,64323.48
PWD,PWD 320 Automotive Services,B.002179,Mechanic II,Non Exempt,22-Nov-2015,22-Nov-2015,46389.20
PWD,PWD 320 Automotive Services,B.001238,Mechanic II,Non Exempt,20-May-2021,20-May-2021,42827.20
PWD,PWD 320 Automotive Services,B.001379,Mechanic II,Non Exempt,10-Oct-2019,10-Oct-2019,44163.60
PWD,PWD 320 Automotive Services,B.000996.1,Heavy Equipment Operator,Non Exempt,13-Sep-2018,13-Sep-2018,45723.60
PWD,PWD 320 Automotive Services,B.001535,Mechanic III,Non Exempt,01-Jan-1997,01-Jan-2001,67110.68
PWD,PWD 320 Automotive Services,B.001632,Account Clerk III,Non Exempt,16-Sep-1982,16-Mar-1998,51521.60
PWD,PWD 320 Automotive Services,B.003773,Mechanic III,Non Exempt,16-Oct-1984,01-Jan-1995,72820.80
PWD,PWD 320 Automotive Services,B.007483,Mechanic Supervisor,Non Exempt,16-May-1998,02-Jan-2020,71369.48
PWD,PWD 320 Automotive Services,B.003281,Mechanic II,Non Exempt,05-Nov-2020,05-Nov-2020,42827.20
PWD,PWD 320 Automotive Services,B.000921,Mechanic II,Non Exempt,16-Jul-2006,12-Sep-2019,50278.80
PWD,PWD 320 Automotive Services,B.003308,Storekeeper II,Non Exempt,01-Jan-1999,01-Feb-2004,47242.52
PWD,PWD 320 Automotive Services,B.002471,Mechanic II,Non Exempt,27-Feb-2020,25-Feb-2021,43836.00
PWD,PWD 320 Automotive Services,B.000774,Mechanic II,Non Exempt,06-May-1996,01-Jan-2005,52379.60
PWD,PWD 320 Automotive Services,B.001178,Mechanic III,Non Exempt,16-Apr-2006,16-Jun-2010,57189.08
PWD,PWD 320 Automotive Services,B.002574,Mechanic II,Non Exempt,15-Jul-2021,,42827.20
PWD,PWD 320 Automotive Services,B.000376,Mechanic II,Non Exempt,22-Aug-2016,25-Mar-2021,42827.20
PWD,PWD 320 Automotive Services,B.003772,Mechanic Supervisor,Non Exempt,15-Feb-1985,16-Aug-1995,80371.20
PWD,PWD 320 Automotive Services,B.003324,Mechanic Supervisor,Non Exempt,28-Jan-2021,28-Jan-2021,54808.00
PWD,PWD 320 Automotive Services,B.004520,Mechanic III,Non Exempt,16-Jan-2011,16-Jan-2011,56981.08
PWD,PWD 320 Automotive Services,B.003180,Account Clerk III,Non Exempt,25-Oct-2018,20-May-2021,36956.66
PWD,PWD 320 Automotive Services,B.001724,Mechanic III,Non Exempt,19-Nov-2020,19-Nov-2020,49649.60
PWD,PWD 320 Automotive Services,B.001933,Mechanic II,Non Exempt,23-Nov-2017,23-Nov-2017,46243.60
PWD,PWD 320 Automotive Services,B.000199,Mechanic Supervisor,Non Exempt,01-Sep-2005,15-Mar-2018,76070.28
PWD,PWD 320 Automotive Services,B.001235,Mechanic III,Non Exempt,16-Nov-1997,16-Nov-2006,64781.08
PWD,PWD 320 Automotive Services,B.002900.1,Mechanic III,Non Exempt,07-Jan-2015,31-Aug-2017,51198.68
PWD,PWD 320 Automotive Services,B.001886,Account Clerk II,Non Exempt,22-Nov-2014,07-Jun-2016,36212.02
PWD,PWD 320 Automotive Services,B.001659,Mechanic II,Non Exempt,27-Sep-2018,27-Sep-2018,44163.60
PWD,PWD 320 Automotive Services,B.003328,Mechanic III,Non Exempt,12-Aug-2021,,49649.60
PWD,PWD 320 Automotive Services,B.003261,Mechanic III,Non Exempt,07-Nov-2015,10-Oct-2019,53445.08
PWD,PWD 320 Automotive Services,B.004181,Mechanic II,Non Exempt,25-Mar-2021,25-Mar-2021,42827.20
PWD,PWD 320 Automotive Services,B.002942.1,Administrative Assistant,Non Exempt,06-May-2021,06-May-2021,35152.00
PWD,PWD 320 Automotive Services,B.003299,Mechanic III,Non Exempt,11-Apr-2019,11-Apr-2019,51198.68
PWD,PWD 320 Automotive Services,B.000116,Mechanic III,Non Exempt,01-Jan-1998,12-Oct-2017,60558.68
PWD,PWD 320 Automotive Services,B.002609,Mechanic III,Non Exempt,16-Feb-1987,01-Nov-1999,68545.88
PWD,PWD 320 Automotive Services,B.003949,Mechanic III,Non Exempt,01-Feb-1994,16-Oct-2009,59227.48
PWD,PWD 320 Automotive Services,B.007327,Mechanic III,Non Exempt,03-Jun-2021,03-Jun-2021,49649.60
PWD,PWD 320 Automotive Services,B.000557,Mechanic III,Non Exempt,07-Apr-1986,01-Jan-1998,71499.48
PWD,PWD 320 Automotive Services,B.002141.2,Mechanic III,Non Exempt,11-May-2017,11-May-2017,51198.68
PWD,PWD 320 Automotive Services,B.004521,Mechanic III,Non Exempt,16-Jul-1999,16-Jul-2001,65717.08
PWD,PWD 320 Automotive Services,B.000227,Mechanic II,Non Exempt,07-May-2015,22-Oct-2015,48448.40
PWD,PWD 320 Automotive Services,B.001155.1,Account Clerk II,Non Exempt,07-Nov-2014,15-Jul-2021,36233.60
PWD,PWD 320 Automotive Services,B.001826,Mechanic Supervisor,Non Exempt,05-Mar-1994,07-Aug-2015,70974.28
PWD,PWD 320 Automotive Services,B.000813,Mechanic III,Non Exempt,16-Dec-1997,20-Dec-2018,60475.48
PWD,PWD 320 Automotive Services,B.000776,Operations Coordinator,Exempt,01-Feb-2000,01-Jun-2004,96653.96
PWD,PWD 330 WM Program Support,B.001141.1,Clerk III,Non Exempt,22-Nov-2018,22-Nov-2018,28849.60
PWD,PWD 330 WM Program Support,B.001587.1,Clerk III,Non Exempt,28-Jan-2021,28-Jan-2021,28849.60
PWD,PWD 330 WM Program Support,B.002878.2,Administrative Specialist II,Non Exempt,16-Sep-1987,15-Feb-2018,60759.14
PWD,PWD 330 WM Program Support,B.001681.1,Office Supervisor,Non Exempt,22-Jul-2015,22-Jul-2015,53887.60
PWD,PWD 330 WM Program Support,B.000241.2,Clerk III,Non Exempt,12-Sep-2019,12-Sep-2019,28849.60
PWD,PWD 330 WM Program Support,B.002309.1,Waste Management Administrator,Exempt,05-Dec-2019,11-Mar-2021,97027.32
PWD,PWD 330 WM Program Support,B.001777.1,Account Clerk III,Non Exempt,01-Oct-2010,06-May-2021,47169.46
PWD,PWD 330 WM Program Support,B.000435.1,Clerk III,Non Exempt,01-Jul-2005,01-Jul-2010,36045.88
PWD,PWD 330 WM Program Support,B.002222.1,Clerk III,Non Exempt,01-Jan-2011,01-Jun-2013,33321.08
PWD,PWD 330 WM Program Support,B.002282.2,Clerk III,Non Exempt,01-Apr-2004,07-Jun-2014,33362.68
PWD,PWD 330 WM Program Support,B.001476.2,Customer Services Coordinator,Exempt,18-Nov-1985,25-May-2017,79013.48
PWD,PWD 331 WM Bureau of Waste Disposal,B.000302.2,Heavy Equipment Operator,Non Exempt,12-May-1987,01-May-2012,58682.00
PWD,PWD 331 WM Bureau of Waste Disposal,B.003883.2,Motor Equipment Operator II,Non Exempt,07-Jun-2018,07-Jun-2018,36249.46
PWD,PWD 331 WM Bureau of Waste Disposal,B.001978.2,Heavy Equipment Operator,Non Exempt,01-Jun-1980,16-Aug-2011,62795.20
PWD,PWD 331 WM Bureau of Waste Disposal,B.001802.1,Motor Equipment Operator III,Non Exempt,01-Apr-2006,01-May-2013,47732.88
PWD,PWD 331 WM Bureau of Waste Disposal,B.004117.1,Heavy Equipment Operator,Non Exempt,16-May-2013,27-Feb-2020,46077.20
PWD,PWD 331 WM Bureau of Waste Disposal,B.002410.1,Motor Equipment Operator III,Non Exempt,19-Jul-2018,12-Mar-2020,40008.80
PWD,PWD 331 WM Bureau of Waste Disposal,B.004021.2,Heavy Equipment Operator,Non Exempt,07-Jun-2015,18-Jan-2018,44163.60
PWD,PWD 331 WM Bureau of Waste Disposal,B.000614.2,Assistant Superintendent/Waste Disposal,Exempt,16-Aug-1995,01-Mar-2011,76236.68
PWD,PWD 331 WM Bureau of Waste Disposal,B.003366.2,Superintendent of Waste Disposal,Exempt,02-Dec-1985,27-Apr-2017,85765.16
PWD,PWD 331 WM Bureau of Waste Disposal,B.002280.1,Account Clerk III,Non Exempt,11-Jun-2005,22-Jan-2015,40347.06
PWD,PWD 332 WM Bureau of Waste Collection,B.000913.1,Waste Management Operator IV,Non Exempt,01-Feb-2005,16-Jun-2010,54126.80
PWD,PWD 332 WM Bureau of Waste Collection,B.002463.2,Assistant Superintendent,Exempt,16-Aug-1995,16-Aug-2010,70782.40
PWD,PWD 332 WM Bureau of Waste Collection,B.001357.1,Waste Management Operator II,Non Exempt,16-Apr-1997,01-Dec-2002,49920.00
PWD,PWD 332 WM Bureau of Waste Collection,B.006347.1,Waste Management Operator I,Non Exempt,11-Mar-2021,11-Mar-2021,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.001893.1,Waste Management Operator II,Non Exempt,11-Mar-2021,11-Mar-2021,35152.00
PWD,PWD 332 WM Bureau of Waste Collection,B.002864.1,Waste Management Operator II,Non Exempt,13-Jan-2020,20-May-2021,37102.26
PWD,PWD 332 WM Bureau of Waste Collection,B.003253.1,Waste Management Operator IV,Non Exempt,16-Apr-2004,16-Nov-2010,53773.20
PWD,PWD 332 WM Bureau of Waste Collection,B.001465.1,Waste Management Operator IV,Non Exempt,16-Oct-1997,01-Dec-2005,57454.80
PWD,PWD 332 WM Bureau of Waste Collection,B.005055.1,Waste Management Operator IV,Non Exempt,16-Nov-2010,11-Oct-2018,49342.80
PWD,PWD 332 WM Bureau of Waste Collection,B.000806.2,Office Assistant II,Non Exempt,18-Jan-2018,16-Jul-2020,34381.62
PWD,PWD 332 WM Bureau of Waste Collection,B.002268.1,Waste Management Operator IV,Non Exempt,16-Nov-2004,01-Jan-2012,53752.40
PWD,PWD 332 WM Bureau of Waste Collection,B.001394.1,Waste Management Operator III,Non Exempt,22-Jun-2016,09-Apr-2020,43877.60
PWD,PWD 332 WM Bureau of Waste Collection,B.002758.1,Waste Management Operator IV,Non Exempt,16-May-1991,16-Jun-2010,55208.40
PWD,PWD 332 WM Bureau of Waste Collection,B.006345.1,Waste Management Operator I,Non Exempt,13-Jan-2020,11-Mar-2021,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.003665.2,Waste Management Route Supervisor,Non Exempt,31-Mar-2000,22-Dec-2014,59448.74
PWD,PWD 332 WM Bureau of Waste Collection,B.001289.1,Waste Management Operator IV,Non Exempt,01-Mar-2000,16-Feb-2008,58349.20
PWD,PWD 332 WM Bureau of Waste Collection,B.003775.1,Waste Management Operator I,Non Exempt,11-Mar-2021,11-Mar-2021,30326.40
PWD,PWD 332 WM Bureau of Waste Collection,B.001964.1,Waste Management Operator II,Non Exempt,21-Jun-2018,21-Jun-2018,37830.26
PWD,PWD 332 WM Bureau of Waste Collection,B.004194.1,Waste Management Operator II,Non Exempt,27-Feb-2020,27-Feb-2020,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001725.1,Superintendent of Waste Collection,Exempt,16-Mar-2003,05-Jul-2018,76495.38
PWD,PWD 332 WM Bureau of Waste Collection,B.001582.1,Waste Management Operator IV,Non Exempt,01-Dec-1988,01-Dec-2005,58307.60
PWD,PWD 332 WM Bureau of Waste Collection,B.001221.1,Waste Management Operator IV,Non Exempt,16-Feb-2001,01-Nov-2012,54584.40
PWD,PWD 332 WM Bureau of Waste Collection,B.003163.1,Waste Management Operator IV,Non Exempt,12-Apr-2018,12-Apr-2018,44163.60
PWD,PWD 332 WM Bureau of Waste Collection,B.005060.1,Waste Management Operator II,Non Exempt,13-Jan-2020,26-Mar-2020,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.006340.1,Waste Management Operator IV,Non Exempt,13-Jun-1974,18-Jul-2019,60450.00
PWD,PWD 332 WM Bureau of Waste Collection,B.005057.1,Waste Management Operator IV,Non Exempt,16-Aug-1995,16-Feb-2002,59534.80
PWD,PWD 332 WM Bureau of Waste Collection,B.004265.1,Waste Management Operator IV,Non Exempt,16-Oct-1989,16-Jun-2010,54480.40
PWD,PWD 332 WM Bureau of Waste Collection,B.001424.1,Waste Management Operator II,Non Exempt,13-Jan-2020,26-Mar-2020,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001473.1,Waste Management Operator IV,Non Exempt,18-Jan-2018,18-Jan-2018,45931.60
PWD,PWD 332 WM Bureau of Waste Collection,B.003739.1,Waste Management Operator III,Non Exempt,22-Oct-2015,14-Jan-2021,43316.00
PWD,PWD 332 WM Bureau of Waste Collection,B.003160.1,Waste Management Operator IV,Non Exempt,29-Dec-1999,16-Jun-2010,51402.00
PWD,PWD 332 WM Bureau of Waste Collection,B.004258.1,Waste Management Operator IV,Non Exempt,16-Apr-1986,01-Aug-2004,58266.00
PWD,PWD 332 WM Bureau of Waste Collection,B.003173.1,Waste Management Operator II,Non Exempt,04-Jan-2021,25-Mar-2021,35152.00
PWD,PWD 332 WM Bureau of Waste Collection,B.002592.1,Waste Management Operator IV,Non Exempt,01-Oct-2004,16-Jun-2010,54605.20
PWD,PWD 332 WM Bureau of Waste Collection,B.001101.1,Waste Management Operator IV,Non Exempt,16-Sep-2003,01-Feb-2009,55562.00
PWD,PWD 332 WM Bureau of Waste Collection,B.001282.1,Waste Management Operator IV,Non Exempt,16-Oct-1994,01-Aug-2004,58016.40
PWD,PWD 332 WM Bureau of Waste Collection,B.001534.1,Waste Management Operator IV,Non Exempt,19-Jan-2002,16-Jun-2010,54688.40
PWD,PWD 332 WM Bureau of Waste Collection,B.006335.1,Waste Management Operator IV,Non Exempt,16-May-2006,16-Apr-2013,50133.20
PWD,PWD 332 WM Bureau of Waste Collection,B.002420.1,Waste Management Operator III,Non Exempt,01-Nov-2013,14-Jan-2021,45437.60
PWD,PWD 332 WM Bureau of Waste Collection,B.002850.1,Waste Management Operator II,Non Exempt,01-Mar-2018,13-Aug-2020,37019.06
PWD,PWD 332 WM Bureau of Waste Collection,B.003867.1,Waste Management Operator II,Non Exempt,17-Jan-2019,17-Jan-2019,36998.26
PWD,PWD 332 WM Bureau of Waste Collection,B.002825.1,Waste Management Operator III,Non Exempt,16-Jun-2009,18-Jul-2019,45687.20
PWD,PWD 332 WM Bureau of Waste Collection,B.001756.1,Waste Management Operator IV,Non Exempt,16-Nov-2010,22-Feb-2016,48344.40
PWD,PWD 332 WM Bureau of Waste Collection,B.000274.1,Waste Management Operator II,Non Exempt,04-Jan-2021,25-Mar-2021,35152.00
PWD,PWD 332 WM Bureau of Waste Collection,B.000087.1,Waste Management Operator IV,Non Exempt,16-Sep-2004,01-May-2013,49550.80
PWD,PWD 332 WM Bureau of Waste Collection,B.004223.1,Waste Management Operator II,Non Exempt,13-Jan-2020,26-Mar-2020,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,N.030751,Waste Management Operator I,Non Exempt,08-Apr-2021,,13.06
PWD,PWD 332 WM Bureau of Waste Collection,N.030751,Waste Management Operator I,Non Exempt,08-Apr-2021,,13.06
PWD,PWD 332 WM Bureau of Waste Collection,B.001317.2,Waste Management Route Supervisor,Non Exempt,01-May-1986,16-Aug-2010,68933.54
PWD,PWD 332 WM Bureau of Waste Collection,B.003419.2,Equipment Maintenance Supervisor,Non Exempt,22-Aug-2015,22-Aug-2015,65659.62
PWD,PWD 332 WM Bureau of Waste Collection,B.001009.2,Clerk III,Non Exempt,01-Nov-1983,01-Jul-2002,42307.20
PWD,PWD 332 WM Bureau of Waste Collection,B.006343.1,Waste Management Operator III,Non Exempt,22-Oct-2015,06-May-2021,45271.20
PWD,PWD 332 WM Bureau of Waste Collection,B.006336.1,Waste Management Operator IV,Non Exempt,01-Jun-2006,01-Jan-2012,51526.80
PWD,PWD 332 WM Bureau of Waste Collection,B.000989.1,Waste Management Operator II,Non Exempt,21-Jun-2018,21-Jun-2018,37830.26
PWD,PWD 332 WM Bureau of Waste Collection,B.003200.1,Waste Management Operator IV,Non Exempt,29-Mar-2018,29-Mar-2018,45931.60
PWD,PWD 332 WM Bureau of Waste Collection,B.003441.1,Waste Management Operator III,Non Exempt,01-Jun-2013,18-Jul-2019,45812.00
PWD,PWD 332 WM Bureau of Waste Collection,B.004102.2,Waste Management Route Supervisor,Non Exempt,01-Oct-2011,28-Feb-2019,59469.54
PWD,PWD 332 WM Bureau of Waste Collection,N.030751,Waste Management Operator I,Non Exempt,08-Apr-2021,,13.06
PWD,PWD 332 WM Bureau of Waste Collection,B.000956.1,Waste Management Operator IV,Non Exempt,18-Jun-2001,01-Nov-2012,48906.00
PWD,PWD 332 WM Bureau of Waste Collection,B.003624.1,Waste Management Operator IV,Non Exempt,16-Feb-2008,18-Jul-2019,44163.60
PWD,PWD 332 WM Bureau of Waste Collection,B.002519.2,Waste Management Operator II,Non Exempt,13-Jan-2020,25-Mar-2021,35152.00
PWD,PWD 332 WM Bureau of Waste Collection,B.001110.1,Waste Management Operator IV,Non Exempt,16-Dec-2009,14-Jan-2021,50091.60
PWD,PWD 332 WM Bureau of Waste Collection,B.003836.1,Waste Management Operator II,Non Exempt,21-Jun-2018,21-Jun-2018,37830.26
PWD,PWD 332 WM Bureau of Waste Collection,B.001460.1,Waste Management Operator II,Non Exempt,16-Nov-2010,16-Nov-2010,42156.66
PWD,PWD 332 WM Bureau of Waste Collection,B.001537.1,Waste Management Operator IV,Non Exempt,16-Mar-1987,01-Aug-2004,58016.40
PWD,PWD 332 WM Bureau of Waste Collection,B.000709.1,Waste Management Operator II,Non Exempt,13-Jan-2020,26-Mar-2020,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001597.1,Waste Management Operator IV,Non Exempt,25-Oct-2018,09-Apr-2020,44163.60
PWD,PWD 332 WM Bureau of Waste Collection,B.000396.1,Waste Management Operator IV,Non Exempt,20-Jun-1988,01-Feb-2009,55582.80
